id	itle edirect
12079	Geography of Gibraltar	Gibraltar
12085	Military of Gibraltar	Gibraltar
12086	Foreign relations of Gibraltar	Disputed status of Gibraltar
12088	History of the Glorioso Islands	Scattered Islands in the Indian Ocean
12089	Geography of the Glorioso Islands	Scattered Islands in the Indian Ocean
12091	Government of the Glorioso Islands	Scattered Islands in the Indian Ocean
12092	Economy of the Glorioso Islands	Scattered Islands in the Indian Ocean
12093	Communications on the Glorioso Islands	Scattered Islands in the Indian Ocean
12094	Transportation on the Glorioso Islands	Scattered Islands in the Indian Ocean
12095	Military of the Glorioso Islands	Scattered Islands in the Indian Ocean
12096	Transnational issues of the Glorioso Islands	Scattered Islands in the Indian Ocean
12107	Gustaf VI Adolf	Gustaf VI Adolf of Sweden
12109	Greece/History	History of Greece
12136	Military of Grenada	Grenada
12138	Guadaloupe	Guadeloupe
12155	Guam/Military	Guam
12168	Geography of Guernsey	Guernsey
12169	Demographics of Guernsey	Guernsey
12171	Economy of Guernsey	Guernsey
12172	Communications in Guernsey	Guernsey
12173	Transportation in Guernsey	Transport in Guernsey
12174	Military of Guernsey	Guernsey
12198	Guyana/People	Demographics of Guyana
12203	Military of Guyana	Guyana Defence Force
12210	Graffiti art	Graffiti
12214	Glagolitic	Glagolitic script
12215	George Cantor	Georg Cantor
12226	Gota kanal	Göta Canal
12238	General Relativity	General relativity
12251	Goteborg	Gothenburg
12256	Greek Alphabet	Greek alphabet
12262	Glaciation	Glacial period
12269	Guitar/Classical	Classical guitar
12270	Guitar/Bass	Bass guitar
12273	Guy de Maupasant	Guy de Maupassant
12279	Guessing game	Guessing
12288	Ga	GA
12294	George Hamilton Gordon Aberdeen	George Hamilton-Gordon, 4th Earl of Aberdeen
12313	GNU General Public Licence	GNU General Public License
12335	Gwat Pai	Chinese dominoes
12337	Gnucleus	GnucDNA
12352	Military of Guadeloupe	French Armed Forces
12370	Googolgon	Googol
12371	Gas Laws	Gas laws
12376	GUI/History	History of the graphical user interface
12378	Gaseous state	Gas
12380	Gaseous phase	Gas
12382	Great Lake	Great Lakes
12390	Game Theory	Game theory
12391	Guillermo Del Toro	Guillermo del Toro
12394	Greenhouse gases	Greenhouse gas
12429	Gameboy Advance	Game Boy Advance
12438	Genetic material	Genome
12444	Glycerine	Glycerol
12453	Gabrielle DAnnunzio	Gabriele D'Annunzio
12465	Gleipnr	Fenrir
12467	Genscher	Hans-Dietrich Genscher
12487	Gigantopithecus blacki	Gigantopithecus
12488	Gospel of mark	Gospel of Mark
12489	Gospel of matthew	Gospel of Matthew
12516	Gibbs phase rule	Phase rule
12520	Goedels incompleteness theorem	Gödel's incompleteness theorems
12530	Gravitational interaction	Gravity
12536	Genetive	Genitive case
12547	Greek Element	Classical element
12563	Gregor Johann Mendel	Gregor Mendel
12597	Gasoline engine	Petrol engine
12617	Graphical User Interface	Graphical user interface
12626	General Aviation	General aviation
12631	Gypsies	Romani people
12638	Gemini program	Project Gemini
12655	Global Warming	Global warming
12658	Galego language	Galician language
12659	Goidelic	Goidelic languages
12660	Gibberish language	Gibberish (language game)
12670	GeV	Electronvolt
12678	Gnostic	Gnosticism
12680	Galinder	Galindians
12685	Gdanzk	Gdańsk
12693	Guomindang	Kuomintang
12698	G-d	Names of God in Judaism
12700	GMT	Greenwich Mean Time
12703	Germ warfare	Biological warfare
12704	GPMG	General-purpose machine gun
12708	Guitar tablature	Tablature
12711	Guile programming language	GNU Guile
12722	Geostationary satellite	Geostationary orbit
12728	Gerdur Gymisdottir	Gerðr
12739	Gustav I Vasa	Gustav I of Sweden
12751	Godesberg	Bad Godesberg
12757	GNU Free Documentation License/Secondary sections	GNU Free Documentation License
12760	GNU Free Documentation License/Secondary Sections	GNU Free Documentation License
12763	GNU Free Documentation License/Front-Cover Texts	GNU Free Documentation License
12768	Golgi Apparatus	Golgi apparatus
12770	List of basic geography topics	Outline of geography
12771	Wikipedia:Game basic topics	Index of gaming articles
12773	Gender and sexuality studies	Gender studies
12777	GNU GPL	GNU General Public License
12784	Goons	Goon
12785	Gamma characteristic	Gamma correction
12790	Genocidal organization	Genocide
12801	Genitals	Sex organ
12802	Genital	Sex organ
12803	GTIN	Global Trade Item Number
12812	Geheime Staatspolizei	Gestapo
12814	Gianlorenzo Bernini	Gian Lorenzo Bernini
12817	Great programmer	List of programmers
12824	Gdingen	Gdynia
12829	General agreement on tariffs and trade	General Agreement on Tariffs and Trade
12836	Georg Friedrich Handel	George Frideric Handel
12838	Gaelic languages	Goidelic languages
12840	Gregory Rasputin	Grigori Rasputin
12842	Grigory Efimovich Rasputin	Grigori Rasputin
12852	List of Governors of Tasmania	Governor of Tasmania
12868	Ghaggar River	Ghaggar-Hakra River
12871	Genitalia	Sex organ
12873	Gilbert Abbott a Beckett	Gilbert Abbott à Beckett
12885	GCHQ	Government Communications Headquarters
12889	Gastrointestinal Tract	Gastrointestinal tract
12909	Green Bank equation	Drake equation
12912	Gung Fu	Chinese martial arts
12915	Guillain-Barre Syndrome	Guillain–Barré syndrome
12921	GPRS	General Packet Radio Service
12927	Nintendo game cube	GameCube
12959	Godwins Law	Godwin's law
12965	Gianfrancesco Poggio Bracciolini	Poggio Bracciolini
12972	Gun cotton	Nitrocellulose
12978	Graphics program	Graphics software
12979	GULAG	Gulag
12983	Garnishee order	Garnishment
12993	Global positioning system	Global Positioning System
12996	Group 1 element	Alkali metal
12999	German Commander-in-Chief for Submarines	Karl Dönitz
13036	Gustav R. Kirchhoff	Gustav Kirchhoff
13042	Gideon McDuck	Clan McDuck
13059	German game designer	Eurogame
13074	GNU Library General Public License	GNU Lesser General Public License
13081	Gurmukhi alphabet	Gurmukhi script
13093	Geofrey Chaucer	Geoffrey Chaucer
13107	Gorbachev	Mikhail Gorbachev
13124	Gama'at Islamiya	Al-Jama'a al-Islamiyya
13125	Gaussian distribution	Normal distribution
13133	Geza	Géza
13136	Game of sprouts	Sprouts (game)
13139	Game of Life	Conway's Game of Life
13142	God Save The Queen	God Save the Queen
13144	G.I.	GI
13150	GhIlghameS	Gilgamesh in popular culture
13161	Guido Fawkes	Guy Fawkes
13170	GT40	Ford GT40
13175	HoldComeWhatMay	Hold come what may
13177	HisTory	History
13179	HelL	Hell
13181	HiStory	History
13183	HomoMorphism	Homomorphism
13184	HistoryOfEurope	History of Europe
13185	HistoryGermany	History of Germany
13186	HolyTrinity	Trinity
13187	HomoSapiens	Homo sapiens
13188	HecTor	Hector
13189	HistoryOfUnitedStates	History of the United States
13194	HistoryOfLevant	History of the ancient Levant
13195	HalleysFifthConcerto	Atlas Shrugged
13196	HaikuPoem	Haiku
13201	HelenOfTroy	Helen of Troy
13203	HollywooD	Hollywood
13204	HermanMelville	Herman Melville
13205	HungarianLanguage	Hungarian language
13211	Horror Film	Horror film
13213	History of UnitedStates	History of the United States
13222	Hobbies	Hobby
13237	HugoPrize	Hugo Award
13238	Hate Crime	Hate crime
13239	Hobbits	Hobbit
13243	HDTV	High-definition television
13247	HistoricalMaterialism	Historical materialism
13249	Hylobatidae	Gibbon
13251	Horse-breaking	Horse training
13268	Human anatomy	Outline of human anatomy
13278	Holidays	Holiday
13281	History of Science and Technology/Astronomy and Astrophysics	History of astronomy
13300	High-low split poker	High-low split
13309	Hold more stubbornly at least	Hold come what may
13342	Historical anniversaries/November 11	November 11
13343	Historical anniversaries/January 1	January 1
13344	Historical anniversaries/January 26	January 26
13345	Historical anniversaries/August 27	August 27
13346	Historical anniversaries/April 15	April 15
13347	Historical anniversaries/April 6	April 6
13348	Historical anniversaries/September 1	September 1
13349	Historical anniversaries/May 25	May 25
13350	Historical anniversaries/January 28	January 28
13351	Historical anniversaries/September 28	September 28
13352	Historical anniversaries/March 28	March 28
13353	Historical anniversaries/September 21	September 21
13354	Historical anniversaries/May 29	May 29
13355	Historical anniversaries/July 20	July 20
13356	Historical anniversaries/January 3	January 3
13357	Historical anniversaries/September 2	September 2
13359	Historical anniversaries/January 2	January 2
13361	Historical anniversaries/March 1	March 1
13362	Historical anniversaries/February 2	February 2
13363	Historical anniversaries/January 31	January 31
13364	Historical anniversaries/December 31	December 31
13366	Historical anniversaries/November 27	November 27
13368	HyperReal numbers	Hyperreal number
13381	Military of Haiti	Armed Forces of Haiti
13384	Heard Island and McDonald Islands/History	Heard Island and McDonald Islands
13385	Heard Island and McDonald Islands/Geography	Heard Island and McDonald Islands
13386	Heard Island and McDonald Islands/People	Heard Island and McDonald Islands
13387	Heard Island and McDonald Islands/Government	Heard Island and McDonald Islands
13388	Economy of Heard Island and McDonald Islands	Heard Island and McDonald Islands
13389	Heard Island and McDonald Islands/Communications	Heard Island and McDonald Islands
13390	Heard Island and McDonald Islands/Transportation	Heard Island and McDonald Islands
13391	Heard Island and McDonald Islands/Military	Heard Island and McDonald Islands
13392	Heard Island and McDonald Islands/Transnational issues	Heard Island and McDonald Islands
13416	Geography of Howland Island	Howland Island
13417	Demographics of Howland Island	Howland Island
13418	Government of Howland Island	Howland Island
13419	Economy of Howland Island	Howland Island
13421	Transportation on Howland Island	Howland Island
13437	Hip Hop	Hip hop
13439	Hip hop culture	Hip hop
13452	Hellenic Greece	Classical Greece
13472	Homosexual	Homosexuality
13473	Heterosexual	Heterosexuality
13482	Hymenostomatia	Hymenostome
13484	HighGerman	High German languages
13488	Heidegger	Martin Heidegger
13489	Hegel	Georg Wilhelm Friedrich Hegel
13495	History of wiki	History of wikis
13497	Switzerland/History	History of Switzerland
13500	Typed link	Link relation
13502	HHGG	The Hitchhiker's Guide to the Galaxy
13503	Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy
13504	Hitch Hikers Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy
13530	Human-Computer Interaction	Human–computer interaction
13538	House Unamerican Activities Committee	House Un-American Activities Committee
13540	History of Western philosophy	Western philosophy
13549	Hans Christian Oersted	Hans Christian Ørsted
13553	History of Byzantium	History of the Byzantine Empire
13565	History of computers	History of computing hardware
13566	HYPERCARD	HyperCard
13569	Hongkong	Hong Kong
13571	Heraclitus of Ephesus	Heraclitus
13579	Hunebeds	Dolmen
13580	Hydrodynamics	Fluid dynamics
13591	HOWTOs	How-to
13592	How-tos	How-to
13596	Heat Film	Heat (disambiguation)
13598	HPV	Human papillomavirus infection
13618	Hi-fi	High fidelity
13620	High Definition TV	High-definition television
13632	H.M.S. Titanic	RMS Titanic
13646	Hobbes	Thomas Hobbes
13664	Housdorff maximality theorem	Hausdorff maximal principle
13670	Holy Trinity	Trinity
13673	Herod Agrippa I	Herod Agrippa
13676	Hilberts tenth problem	Hilbert's tenth problem
13685	Halting probability	Chaitin's constant
13691	Hilberts first problem	Continuum hypothesis
13695	History of the GUI	History of the graphical user interface
13703	Hill system	Chemical formula
13708	Hilberts eighth problem	Riemann hypothesis
13709	Hilberts fifth problem	Hilbert's fifth problem
13712	H R Geiger	H. R. Giger
13720	Higher Criticism.	Historical criticism
13723	Heart Wipe	Wipe (transition)
13724	Heart wipe	Wipe (transition)
13735	Heat film	Heat (disambiguation)
13738	Humans	Human
13740	Hawaiian Alphabet	Hawaiian alphabet
13741	Heterogamous	Heterogamy
13742	Hero Wars	HeroQuest (role-playing game)
13745	Humprey Bogart	Humphrey Bogart
13750	Haploidy	Ploidy
13751	Heterozygote	Zygosity
13752	HGH	Growth hormone
13753	Human growth hormone	Growth hormone
13757	Hymnist	Hymnodist
13771	Hellenistic civilization	Hellenistic period
13780	Hard drive	Hard disk drive
13781	Hebrew Calendar	Hebrew calendar
13789	Hebrew alephbeth	Hebrew alphabet
13801	History of the Southern Levant	Southern Levant
13818	Hexidecimal	Hexadecimal
13819	Hanse Cronje	Hansie Cronje
13825	Hong Kong, city	Hong Kong
13832	Hello world	"Hello, World!" program
13841	Hudson river	Hudson River
13842	History of the Hebrew language	Hebrew language
13843	Hebrew language/Phonetics	Modern Hebrew phonology
13844	Hebrew morphology	Hebrew language
13856	Hapsburg	House of Habsburg
13857	History of Astronomy	History of astronomy
13872	Highways of Michigan	Michigan State Trunkline Highway System
13897	Hall and Woodhouse	Hall & Woodhouse
13906	Heimatvertriebenen	Flight and expulsion of Germans (1944–50)
13916	Harry Potter/Broom	Broom
13921	History of extinct nations and states	List of former sovereign states
13925	Hyaenidae	Hyena
13936	Higher-order predicate	Higher-order logic
13938	High Performance Serial Bus	IEEE 1394
13939	High performance serial bus	IEEE 1394
13940	Holy Communion	Eucharist
13943	Hergenroether	Hergenröther
13952	Home Computers	Home computer
13979	Hopwood Program	Hopwood Award
13982	Holocaust revisionism	Holocaust denial
13989	HomePage.	Home page
13990	Historical martial arts reconstruction	Historical European martial arts
13997	Hierarchical tree structure	Tree structure
13999	Hierarchy member	Hierarchy
14000	Wikipedia:History basic topics	Wikipedia:WikiProject History
14001	List of basic history of science and technology topics	History of science and technology
14007	Hemophilia	Haemophilia
14010	Hillbillies	Hillbilly
14014	Hernando Cortes	Hernán Cortés
14025	H.263v2	H.263
14027	Hierarchical relationship	Hierarchy
14044	Howard Philips Lovecraft	H. P. Lovecraft
14047	Homicidal government	Democide
14074	Hydroelectric plant	Hydroelectricity
14075	Horse Breed	List of horse breeds
14077	Horse Breeds	List of horse breeds
14087	Heliopause (astronomy)	Heliosphere
14119	Melody dominated homophony	Homophony
14120	Historic list of cities of Europe	List of largest European cities in history
14126	Homosexuals	Homosexuality
14129	Haithabu	Hedeby
14143	Harappan Civilisation	Indus Valley Civilisation
14151	Hate site	Hate speech
14157	Human rights law	International human rights law
14161	Holy Hand Grenade of Antioch	Rabbit of Caerbannog
14163	Hamitic languages	Hamites
14171	Heterodimer	Protein dimer
14172	Homodimer	Protein dimer
14191	Hakra River	Ghaggar-Hakra River
14206	History of Ceuta	Ceuta
14211	Heisenbug/version 2	Heisenbug
14219	Homophobic	Homophobia
14221	Herrenvolk	Master race
14222	Horrendous Space Kablooie	Calvin and Hobbes
14230	Hurricane	Tropical cyclone
14232	Hz	Hertz
14235	Hypercard	HyperCard
14237	Heinlein	Henlein
14238	History of religion	History of religions
14248	Hooligans	Hooliganism
14256	History of Poland -- World War II 1939-1945	History of Poland (1939–1945)
14258	Hannukah	Hanukkah
14259	Chanukah	Hanukkah
14261	Hilberts second problem	Hilbert's second problem
14262	History of M.O.S. Technologies	MOS Technology
14278	Hermitian	List of things named after Charles Hermite
14284	Hemochromatosis	Iron overload
14303	Homo sapiens sapiens	Human taxonomy
14332	Haenir	Hœnir
14334	Hunter S Thompson	Hunter S. Thompson
14335	History of Painting	History of painting
14338	Historical-comparative linguistics	Historical linguistics
14345	Human being	Human
14346	Huey helicopter	Bell Huey family
14357	Hortense McDuck	Clan McDuck
14360	Hanko (stamp)	Seal (East Asia)
14362	Hugh McDuck	Clan McDuck
14363	Humperdink Duck	Duck family (Disney)
14373	Haematopoietic stem cell	Hematopoietic stem cell
14383	Hydrogen bonding	Hydrogen bond
14393	HMMWV	Humvee
14397	Hum-Vee	Humvee
14398	Highest common factor	Greatest common divisor
14407	History of Weights and Measures	Units of measurement
14411	Hepatoscopy	Haruspex
14416	Hash Oil	Hash oil
14422	Hippopotomus	Hippopotamus
14433	History of Prussia	Prussia
14434	Hugh of St. Victor	Hugh of Saint Victor
14442	History of post-communist Rusia	History of Russia (1991–present)
14449	Hubbles constant	Hubble's law
14452	Holy book	Religious text
14453	H.R. Morgenstern	William Goldman
14469	HAM	Ham (disambiguation)
14474	Harry Potter and the Sorcerers Stone	Harry Potter and the Philosopher's Stone
14475	IrishTraditionalMusic	Music of Ireland
14478	IsLam	Islam
